Actual,Predicted
0.3757181303442499,0.37571813034431706
2.5056488035275915,2.5056488035275777
-0.3342587607168639,-0.3342587607168376
0.3757181303442499,0.37571813034426577
2.5056488035275915,2.5056488035275803
-1.0442356517779778,-1.0442356517779405
-0.3342587607168639,-0.3342587607168642
-1.0442356517779778,-1.0442356517784477
-1.0442356517779778,-1.0442356517784477
1.0856950214053638,1.0871672175772293
1.0856950214053638,1.0856950214053518
-0.3342587607168639,-0.3342587607168322
1.0856950214053638,1.0856950214053562
1.0856950214053638,1.085695021405349
1.7956719124664775,1.7956719124664964
0.3757181303442499,0.37571813034424406
2.5056488035275915,2.5056488035275652
1.0856950214053638,1.0856950214053593
-1.0442356517779778,-1.0442356517784477
-1.0442356517779778,-1.0442356517784477
-1.0442356517779778,-1.0442356517779963
-1.0442356517779778,-1.0442356517779963
-0.3342587607168639,-0.33425876071687066
-1.0442356517779778,-1.0442356517784477
0.3757181303442499,0.37571813034431706
-0.3342587607168639,-0.33425876071686533
-1.0442356517779778,-1.0442356517779035
1.7956719124664775,1.7956719124664773
1.0856950214053638,1.085695021405349
-1.0442356517779778,-1.0442356517784477
-0.3342587607168639,-0.33425876071684096
-1.0442356517779778,-1.0442356517784477
-1.0442356517779778,-1.0442356517779963
-0.3342587607168639,-0.33425876071683414
0.3757181303442499,0.375718130344283
-1.0442356517779778,-1.0442356517784477
1.0856950214053638,1.0856950214053485
-1.0442356517779778,-1.0442356517784477
0.3757181303442499,0.37571813034431706
-0.3342587607168639,-0.33425876071682753
-1.0442356517779778,-1.0442356517779348
1.0856950214053638,1.0856950214053487
-1.0442356517779778,-1.0442356517779061
-1.0442356517779778,-1.0442356517779963
1.0856950214053638,1.0856950214053556
0.3757181303442499,0.3757181303442843
-0.3342587607168639,-0.3342587607168639
0.3757181303442499,0.37571813034426943
-0.3342587607168639,-0.33425876071683885
0.3757181303442499,0.37571813034426577
-0.3342587607168639,-0.3342587607168737
0.3757181303442499,0.3757181303442892
-0.3342587607168639,-0.33425876071686395
-1.0442356517779778,-1.0442356517779963
0.3757181303442499,0.37571813034431756
-1.0442356517779778,-1.044235651777935
-1.0442356517779778,-1.0442356517784477
0.3757181303442499,0.3757181303442993
-1.0442356517779778,-1.044235651777935
-0.3342587607168639,-0.33425876071683946
-1.0442356517779778,-1.0442356517779319
-1.0442356517779778,-1.0442356517779963
1.0856950214053638,1.0856950214053513
-0.3342587607168639,-0.3342587607168335
0.3757181303442499,0.3757181303442551
1.0856950214053638,1.085695021405352
-0.3342587607168639,-0.3342587607168743
-1.0442356517779778,-1.0442356517779134
0.3757181303442499,0.37571813034430085
-0.3342587607168639,-0.3342587607168353
-1.0442356517779778,-1.0442356517784477
1.0856950214053638,1.0856950214053613
-0.3342587607168639,-0.3342587607168649
-1.0442356517779778,-1.0442356517779325
1.0856950214053638,1.0856950214053676
-1.0442356517779778,-1.0442356517784477
-0.3342587607168639,-0.33425876071684096
-1.0442356517779778,-1.0442356517779179
1.7956719124664775,1.7956719124664762
1.7956719124664775,1.7956719124664842
-1.0442356517779778,-1.0442356517779305
-0.3342587607168639,-0.33425876071687005
0.3757181303442499,0.3757181303443165
-0.3342587607168639,-0.3342587607168368
-1.0442356517779778,-1.0442356517779305
-1.0442356517779778,-1.0442356517779883
1.0856950214053638,1.0856950214053576
