sku_id,Units_Sold,Safety_Stock,Reorder_Point,EOQ,ABC_Class,XYZ_Class
-1.704649369520753,340.97683774298196,1.7480973887996534,2.503425826837905,58.393222016170846,C,Z
-1.687266779191119,322.3982280739064,1.6983695831008325,2.4216989409589558,56.78012223251253,C,Z
-1.6698841888614846,226.29742395549616,1.7230271206229577,2.2271907004092317,47.570728810424605,C,Z
-1.6525015985318503,302.6717935842159,1.7116005888566919,2.3710162611534584,55.01561538183645,C,Z
-1.6351190082022162,170.37767084387548,1.6951572180556602,2.075828681798759,41.27683016461844,C,Z
-1.617736417872582,-1154.253174009923,0.7810382584500772,-3.4514249254522076,,C,X
-1.600353827542948,-336.1676459501807,1.366271001419529,0.5385631148028336,,C,X
-1.5829712372133136,-1267.7407198034687,0.5825173211685145,-4.508810870813288,,C,X
-1.5655886468836793,236.1023871066785,1.7440283344125744,2.2598575197267907,48.59036808943502,C,Z
-1.5482060565540452,321.553537859172,1.7284189837025923,2.4357963454292433,56.705690883646945,C,Z
-1.530823466224411,395.24338367690274,1.7773697089302014,2.6830010299574747,62.86838503388669,C,Z
-1.5134408758947768,116.4323461417197,1.6312399654468486,1.8986370858510604,34.12218430020559,C,Z
-1.4960582855651423,328.7388093127357,1.7359791083706393,2.462129838944685,57.33574882328963,C,Z
-1.4786756952355082,383.45107309776665,1.7728042831568656,2.6238371023339,61.92342635043434,C,Z
-1.4612931049058742,243.61674971356348,1.7071724755612276,2.236117031390925,49.35754751945881,C,Z
-1.44391051457624,-188.83704658497703,1.450296658236457,0.996361450099493,,C,X
-1.4265279242466056,-914.6642173517782,1.0484528314752066,-1.5054560322912263,,C,X
-1.3917627435873372,229.55709282341002,1.6999465832876126,2.213661305079131,47.912116716276486,C,Z
-1.374380153257703,261.4594259441372,1.7303048641668524,2.309487136827916,51.13310336212121,C,Z
-1.3569975629280688,-885.3789921249719,1.0893993909041895,-1.4433562056936051,,C,X
-1.3396149725984343,-940.9075242840617,1.0032593424252336,-1.8150344829870175,,C,X
